GeneName	R_033_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_036_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_045_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_048_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_049_La_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_051_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_052_La_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_054_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_057_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_058_La_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads
isogroup118052_Sym	49	0	0	0	0	1	3	0	0	0
isogroup118053_Sym	0	0	0	4	2	0	3	0	0	0
isogroup118057_Sym	0	0	0	0	0	0	0	0	0	0
isogroup11805_Ppor	0	0	9	6	0	0	0	4	5	3
isogroup118060_Sym	14	1	3	4	1	0	0	0	0	0
isogroup118061_Sym	0	0	0	1	0	0	1	0	0	0
isogroup118062_Sym	5	0	2	3	1	0	2	0	0	0
isogroup118065_Sym	0	0	6	1	0	1	1	0	0	0
isogroup118066_Sym	0	0	0	0	0	1	1	0	0	0
isogroup118067_Sym	39	0	9	5	6	2	5	0	0	0
isogroup11806_Ppor	0	0	2	0	0	0	0	0	0	1
isogroup118071_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118073_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118077_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118078_Sym	4	0	11	16	3	0	4	0	0	0
isogroup11807_Ppor	0	0	0	1	0	0	0	6	10	1
isogroup118080_Sym	0	0	1	0	1	1	0	0	0	0
isogroup118082_Sym	0	0	0	2	0	0	0	0	0	0
isogroup118088_Sym	0	0	1	3	2	1	2	0	1	0
isogroup118090_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118091_Sym	0	0	17	3	0	0	4	1	0	0
isogroup118094_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118096_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118098_Sym	49	0	6	11	6	4	6	0	0	0
isogroup11809_Ppor	0	0	5	4	0	0	0	1	2	1
isogroup118101_Sym	0	0	0	0	0	1	2	0	0	0
isogroup118103_Sym	173	2	6	13	2	0	3	0	0	0
isogroup118104_Sym	0	0	7	0	0	1	0	0	0	0
isogroup118108_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118109_Sym	0	0	0	2	0	0	3	0	0	0
isogroup118111_Sym	0	0	0	6	4	5	5	0	0	0
isogroup118114_Sym	0	0	0	0	2	3	2	0	0	0
isogroup118115_Sym	8	0	10	3	1	1	1	0	0	0
isogroup118122_Sym	4	0	3	2	1	0	0	0	0	0
isogroup118125_Sym	4	0	8	2	1	0	0	0	0	0
isogroup118126_Sym	0	0	15	5	1	4	3	0	0	0
isogroup118128_Sym	0	0	3	3	1	0	2	0	0	0
isogroup118129_Sym	2	0	0	4	1	2	3	0	0	0
isogroup11812_Ppor	0	0	12	5	3	0	0	1	18	8
isogroup118130_Sym	6	0	7	4	3	3	3	0	0	0
isogroup118136_Sym	159	0	12	8	7	0	11	0	0	0
isogroup118139_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118141_Sym	0	0	0	0	0	0	1	0	0	0
isogroup118142_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118144_Sym	47	0	2	4	2	2	3	0	0	0
isogroup11814_Ppor	121	31	55	23	4	0	2	19	33	12
isogroup118151_Sym	0	0	0	2	0	0	5	0	0	0
isogroup118155_Sym	21	0	4	9	3	1	2	1	0	0
isogroup118158_Sym	19	0	0	4	4	3	7	0	0	0
isogroup118160_Sym	0	0	2	4	3	2	2	0	0	0
isogroup118163_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118164_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118165_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118168_Sym	17	0	0	2	1	0	0	0	0	0
isogroup11816_Ppor	0	0	0	1	0	0	0	2	3	0
isogroup118170_Sym	7	0	11	0	3	0	1	0	0	0
isogroup118173_Sym	13	0	2	0	0	1	1	0	0	0
isogroup118176_Sym	0	0	4	1	2	0	4	0	0	0
isogroup118177_Sym	0	0	0	1	0	0	0	0	0	0
isogroup118178_Sym	0	0	0	0	0	3	0	0	0	0
isogroup118179_Sym	2	0	2	0	0	3	0	0	0	0
isogroup11817_Ppor	0	0	0	0	0	0	0	0	0	0
isogroup118184_Sym	10	0	0	5	2	0	5	0	0	0
isogroup118187_Sym	0	0	5	0	2	0	4	0	0	0
isogroup118189_Sym	196	1	8	8	8	10	22	0	0	0
isogroup11818_Ppor	0	0	4	0	1	0	0	5	2	2
isogroup118193_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118197_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118198_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118199_Sym	19	0	10	6	5	0	2	0	0	0
isogroup118203_Sym	0	0	1	3	2	1	0	0	0	0
isogroup11820_Ppor	32	0	34	25	4	0	2	8	11	11
isogroup118210_Sym	15	0	9	12	3	6	2	0	0	0
isogroup118212_Sym	4	0	1	5	1	3	1	0	0	0
isogroup118220_Sym	0	0	0	0	0	0	3	0	0	0
isogroup118224_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118229_Sym	9	0	2	6	3	0	0	0	0	0
isogroup118230_Sym	0	0	4	1	0	0	0	0	0	0
isogroup118232_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118234_Sym	0	0	8	0	1	0	1	0	0	0
isogroup11823_Ppor	0	0	0	0	0	0	0	0	0	1
isogroup118240_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118241_Sym	0	0	2	10	0	0	1	0	0	0
isogroup118243_Sym	0	0	0	0	0	4	5	0	0	0
isogroup118244_Sym	0	0	0	0	0	0	0	0	0	0
isogroup11824_Ppor	0	0	0	0	0	0	0	0	0	2
isogroup118250_Sym	54	0	32	22	10	3	14	0	0	0
isogroup118252_Sym	0	0	0	0	0	0	6	0	0	0
isogroup118256_Sym	0	0	5	0	0	2	2	0	0	0
isogroup118257_Sym	0	0	0	0	0	0	0	0	2	0
isogroup11825_Ppor	0	0	0	0	0	0	0	0	0	0
isogroup118260_Sym	2	0	0	3	3	0	2	0	0	0
isogroup118261_Sym	4	0	3	3	0	1	8	0	0	0
isogroup118262_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118267_Sym	0	0	6	3	3	1	1	0	0	0
isogroup118269_Sym	0	0	2	2	1	0	1	0	0	0
isogroup11826_Ppor	15	0	12	2	1	0	1	6	11	8
isogroup118272_Sym	0	0	3	0	0	1	1	0	0	0
isogroup118273_Sym	0	0	6	1	0	0	3	0	0	0
isogroup118274_Sym	44	0	7	9	1	4	2	0	0	0
isogroup11827_Ppor	0	0	0	4	0	0	0	0	1	0
isogroup118280_Sym	1	0	4	11	0	7	2	0	0	0
isogroup118282_Sym	0	0	1	4	1	1	0	0	0	0
isogroup118286_Sym	0	0	9	4	6	0	1	0	0	0
isogroup118289_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118294_Sym	111	0	9	10	2	0	1	0	0	0
isogroup118297_Sym	0	0	0	5	3	0	3	0	0	0
isogroup11829_Ppor	0	0	0	2	2	0	0	2	4	2
isogroup118301_Sym	8	0	0	3	0	0	0	0	0	0
isogroup118303_Sym	0	3	2	2	1	1	1	0	0	0
isogroup118304_Sym	0	0	2	0	0	0	0	0	0	0
isogroup118306_Sym	0	0	0	3	0	0	0	0	0	0
isogroup118309_Sym	11	0	3	0	1	0	3	0	0	0
isogroup11830_Ppor	0	0	1	0	0	0	0	0	0	0
isogroup118311_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118313_Sym	0	0	2	0	1	1	6	0	0	0
isogroup118314_Sym	31	0	5	1	0	1	2	0	0	0
isogroup118315_Sym	0	0	0	1	0	0	1	0	0	0
isogroup118319_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118324_Sym	0	0	0	0	1	0	1	0	0	0
isogroup118326_Sym	0	0	4	3	1	1	0	0	0	0
isogroup118336_Sym	0	0	1	0	0	0	0	0	2	0
isogroup118339_Sym	0	0	3	4	1	0	3	0	0	0
isogroup11833_Ppor	0	0	4	4	1	0	0	0	3	1
isogroup118341_Sym	0	0	0	0	0	2	0	0	0	0
isogroup118345_Sym	0	0	0	0	0	2	2	0	0	0
isogroup118346_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118347_Sym	0	0	1	1	0	1	0	0	0	0
isogroup118348_Sym	0	0	6	2	0	0	2	0	0	0
isogroup118349_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118350_Sym	0	1	0	0	0	0	0	0	1	0
isogroup118354_Sym	29	0	16	8	3	0	1	0	0	0
isogroup118358_Sym	0	0	0	0	0	4	0	0	0	0
isogroup118360_Sym	0	0	0	9	1	1	0	0	0	0
isogroup118362_Sym	35	0	24	10	3	6	1	0	1	0
isogroup118363_Sym	0	62	0	0	0	1	2	0	0	0
isogroup118364_Sym	25	0	6	0	1	2	2	0	0	0
isogroup118367_Sym	0	0	9	3	4	4	11	0	0	0
isogroup118368_Sym	29	1	1	4	2	3	1	0	0	0
isogroup118370_Sym	8	0	2	4	4	0	1	0	0	0
isogroup118371_Sym	0	0	0	0	1	0	1	0	0	0
isogroup118375_Sym	0	0	5	4	0	0	1	0	0	0
isogroup118378_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118382_Sym	76	1	53	35	8	3	8	0	0	0
isogroup118383_Sym	0	0	2	1	0	1	0	0	0	0
isogroup118386_Sym	0	0	4	2	2	6	1	1	0	0
isogroup118387_Sym	17	0	6	3	2	2	4	0	0	0
isogroup118388_Sym	0	0	0	0	0	0	3	0	0	0
isogroup11838_Ppor	0	0	2	3	2	0	0	0	1	0
isogroup118392_Sym	58	0	8	2	0	0	2	0	0	0
isogroup118393_Sym	13	0	0	1	1	0	2	0	0	0
isogroup118395_Sym	0	0	0	1	3	1	0	0	0	0
isogroup118397_Sym	13	1	0	3	2	0	3	0	0	0
isogroup118398_Sym	0	0	0	3	1	0	5	0	0	0
isogroup118399_Sym	0	0	0	2	1	2	1	0	0	0
isogroup118400_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118401_Sym	8	0	0	2	1	0	3	0	0	0
isogroup118402_Sym	0	0	0	0	0	0	2	0	0	0
isogroup118403_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118404_Sym	7	0	6	9	3	0	0	0	0	0
isogroup118405_Sym	104	0	5	4	3	2	4	0	0	0
isogroup118408_Sym	6	0	5	2	3	0	2	0	0	0
isogroup118409_Sym	69	0	0	3	0	0	4	0	0	0
isogroup11840_Ppor	0	0	14	2	1	0	0	1	2	0
isogroup118410_Sym	48	0	0	0	3	1	5	0	0	0
isogroup118411_Sym	11	1	0	2	1	0	0	0	0	0
isogroup118414_Sym	0	0	0	2	1	4	2	0	0	0
isogroup118415_Sym	0	0	0	0	1	0	0	0	0	0
isogroup118416_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118417_Sym	0	0	0	6	2	1	1	0	0	0
isogroup11841_Ppor	0	0	1	0	0	0	0	4	3	1
isogroup118420_Sym	0	0	0	2	3	0	9	0	0	0
isogroup118421_Sym	0	0	3	1	0	0	1	0	0	0
isogroup118427_Sym	0	0	0	0	0	0	0	0	0	0
isogroup11842_Ppor	0	0	2	9	0	0	0	2	1	2
isogroup118431_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118433_Sym	0	0	2	5	3	5	8	0	0	0
isogroup118434_Sym	0	0	20	0	0	1	0	0	0	0
isogroup118438_Sym	58	0	31	18	4	6	7	0	0	0
isogroup118439_Sym	0	0	0	0	1	1	0	0	0	0
isogroup11843_Ppor	0	0	0	5	1	0	0	4	13	3
isogroup118440_Sym	1	0	5	7	0	0	3	0	0	0
isogroup118441_Sym	0	0	3	1	4	2	0	0	0	0
isogroup118443_Sym	0	0	2	6	1	1	1	0	0	0
isogroup118445_Sym	0	0	0	0	0	2	1	0	0	0
isogroup118446_Sym	0	0	11	0	1	0	1	0	0	0
isogroup118447_Sym	12	0	0	7	1	1	2	0	0	0
isogroup11844_Ppor	0	0	0	0	0	0	0	0	0	0
isogroup118452_Sym	32	0	7	9	2	0	6	0	0	0
isogroup118454_Sym	0	0	15	2	2	0	2	0	0	0
isogroup118458_Sym	13	0	2	0	0	0	1	0	0	0
isogroup118464_Sym	0	0	8	0	0	0	1	0	0	0
isogroup118466_Sym	0	0	0	1	0	0	0	0	0	0
isogroup11846_Ppor	0	0	2	1	0	0	0	0	0	1
isogroup118476_Sym	68	0	0	0	0	1	1	0	0	0
isogroup118479_Sym	12	0	10	8	5	0	1	0	0	0
isogroup11847_Ppor	0	0	0	3	0	0	0	0	4	4
isogroup118481_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118486_Sym	0	0	1	9	2	1	6	0	0	0
isogroup118487_Sym	91	2	14	3	2	1	3	0	0	0
isogroup118488_Sym	0	0	1	1	4	0	0	0	0	0
isogroup118489_Sym	32	1	2	1	1	0	2	0	0	0
isogroup11848_Ppor	0	0	2	0	1	0	0	2	4	3
isogroup118490_Sym	0	0	20	0	1	1	3	0	0	0
isogroup118497_Sym	0	0	0	0	0	0	0	0	0	0
isogroup11849_Ppor	0	0	0	1	0	0	1	3	4	0
isogroup11849_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118503_Sym	0	0	0	7	0	0	2	0	0	0
isogroup118504_Sym	0	0	0	1	0	0	0	0	1	0
isogroup118505_Sym	0	32	7	2	3	0	6	0	0	0
isogroup118506_Sym	10	0	0	2	3	6	4	0	0	0
isogroup118507_Sym	0	0	0	0	1	0	2	0	0	0
isogroup118508_Sym	0	0	0	2	1	0	0	0	0	0
isogroup118509_Sym	0	0	4	1	2	0	4	0	0	0
isogroup11850_Ppor	35	0	6	3	0	0	1	3	3	0
isogroup118511_Sym	34	0	0	0	0	0	1	0	0	0
isogroup118514_Sym	6	0	0	7	2	1	2	0	0	0
isogroup11851_Ppor	1	0	0	5	1	0	7	0	1	1
isogroup118523_Sym	0	0	3	3	2	0	8	0	0	0
isogroup118524_Sym	0	0	0	0	1	0	3	0	0	0
isogroup118525_Sym	0	0	2	2	0	0	1	0	0	0
isogroup118528_Sym	53	0	3	1	3	0	11	0	0	0
isogroup118529_Sym	29	0	2	11	1	2	4	0	0	0
isogroup11852_Ppor	0	0	8	4	0	0	1	0	10	0
isogroup118530_Sym	0	0	0	0	1	0	1	0	0	0
isogroup118532_Sym	0	0	0	0	1	2	3	0	0	0
isogroup118534_Sym	0	0	0	1	1	0	0	0	0	0
isogroup118535_Sym	0	0	4	1	0	0	4	0	0	0
isogroup118537_Sym	0	0	2	0	0	3	0	0	0	0
isogroup118539_Sym	18	0	2	2	5	1	0	0	0	0
isogroup118540_Sym	17	0	8	6	0	0	0	0	0	0
isogroup118544_Sym	21	1	2	10	3	1	14	0	0	0
isogroup118547_Sym	68	0	0	1	1	0	4	0	0	0
isogroup118548_Sym	27	0	0	4	4	2	2	0	0	0
isogroup11854_Ppor	0	0	0	0	1	0	1	4	5	1
isogroup118552_Sym	41	0	1	0	2	1	2	0	0	0
isogroup118556_Sym	17	0	0	0	5	0	4	0	0	0
isogroup118557_Sym	0	0	14	5	1	2	1	0	0	0
isogroup11855_Ppor	0	0	15	3	1	0	0	1	2	0
isogroup118565_Sym	30	0	0	6	0	7	0	0	0	0
isogroup118568_Sym	59	0	0	5	0	3	3	0	0	0
isogroup118569_Sym	0	0	0	0	0	3	1	0	0	0
isogroup11856_Ppor	0	0	0	0	0	0	0	5	0	0
isogroup118570_Sym	0	0	4	2	1	1	0	0	0	0
isogroup118572_Sym	30	0	0	1	2	5	5	0	0	0
isogroup118573_Sym	66	0	1	2	3	3	5	0	0	0
isogroup118574_Sym	4	0	12	2	0	0	8	0	0	0
isogroup118576_Sym	0	0	0	0	0	1	0	0	0	0
isogroup118577_Sym	10	0	0	0	0	0	0	0	0	0
isogroup118578_Sym	0	0	0	0	0	2	0	0	0	0
isogroup118579_Sym	5	0	0	2	1	2	6	0	0	0
isogroup11857_Ppor	0	0	5	2	0	0	0	1	1	0
isogroup118581_Sym	0	0	0	0	0	11	4	0	2	0
isogroup118583_Sym	47	0	5	5	2	0	3	0	0	0
isogroup118585_Sym	246	12	11	35	17	6	10	0	0	0
isogroup118586_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118588_Sym	3	0	1	5	1	0	2	0	0	0
isogroup11858_Ppor	0	0	7	3	0	0	0	0	4	3
isogroup118591_Sym	0	0	0	1	4	0	0	0	0	1
isogroup118592_Sym	1	0	14	14	2	6	4	0	0	0
isogroup118594_Sym	0	0	0	0	1	2	2	0	0	0
isogroup118595_Sym	149	0	3	9	8	2	20	0	0	0
isogroup118596_Sym	0	0	2	2	1	0	0	0	0	0
isogroup118597_Sym	0	0	5	0	2	0	2	0	0	0
isogroup118599_Sym	0	0	1	0	0	0	0	1	3	3
isogroup11859_Ppor	0	0	2	1	1	0	2	1	2	0
isogroup118601_Sym	88	1	0	0	1	1	0	0	0	0
isogroup118602_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118603_Sym	0	0	0	6	3	2	3	0	0	0
isogroup118604_Sym	0	0	2	1	2	0	1	0	0	0
isogroup118605_Sym	0	0	0	1	1	0	2	0	0	0
isogroup118608_Sym	10	0	3	4	3	1	1	0	0	0
isogroup118609_Sym	84	0	19	6	6	0	7	0	0	0
isogroup11860_Ppor	12	7	31	4	1	0	0	4	14	0
isogroup118612_Sym	9	0	14	4	2	0	3	0	0	0
isogroup118613_Sym	0	0	0	1	0	0	0	1	0	1
isogroup118614_Sym	0	0	8	1	1	3	1	0	0	0
isogroup118615_Sym	83	1	0	1	0	2	0	0	0	0
isogroup118617_Sym	0	0	5	7	5	2	5	0	0	0
isogroup118618_Sym	0	0	0	1	0	0	1	0	0	0
isogroup118619_Sym	0	0	5	9	4	0	3	0	0	0
isogroup118620_Sym	33	1	13	7	11	1	5	0	0	0
isogroup118625_Sym	0	0	0	6	3	9	6	0	0	0
isogroup118627_Sym	31	0	4	0	1	1	1	0	0	0
isogroup118629_Sym	0	0	0	4	0	0	0	0	0	0
isogroup11862_Ppor	2	26	36	12	5	0	4	6	25	7
isogroup118630_Sym	24	0	5	1	0	1	4	0	0	0
isogroup118640_Sym	0	0	0	3	1	0	5	0	0	0
isogroup118641_Sym	7	0	12	3	1	0	4	0	0	0
isogroup118642_Sym	0	0	6	0	0	1	1	0	0	0
isogroup118644_Sym	12	1	0	2	2	1	2	0	0	0
isogroup118645_Sym	0	0	6	5	4	2	0	1	0	0
isogroup118646_Sym	172	1	3	8	6	3	6	1	0	1
isogroup118647_Sym	22	0	0	2	0	5	0	0	0	0
isogroup118649_Sym	74	33	6	8	5	2	5	0	0	0
isogroup118651_Sym	0	0	0	0	1	2	2	0	0	0
isogroup118652_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118654_Sym	6	0	1	1	0	0	1	0	0	0
isogroup118656_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118657_Sym	0	0	8	5	2	0	3	0	0	0
isogroup11865_Ppor	0	0	1	0	0	0	0	5	4	1
isogroup118661_Sym	0	0	2	5	1	2	2	0	0	0
isogroup118665_Sym	35	0	13	3	6	4	4	0	0	0
isogroup118666_Sym	0	0	4	0	2	3	1	0	0	0
isogroup118668_Sym	15	0	5	3	1	0	2	0	0	0
isogroup118669_Sym	48	0	2	0	0	0	1	0	0	0
isogroup11866_Ppor	0	0	3	3	0	0	0	2	6	3
isogroup118671_Sym	122	2	14	9	4	5	2	0	0	0
isogroup118674_Sym	27	0	0	3	1	2	2	0	0	0
isogroup118675_Sym	0	0	1	1	0	1	0	0	0	0
isogroup118676_Sym	40	16	19	9	8	3	6	8	16	9
isogroup118679_Sym	56	0	5	4	2	3	2	0	0	0
isogroup11867_Ppor	10	0	1	10	3	1	0	12	10	4
isogroup118680_Sym	126	0	10	30	6	2	4	0	0	0
isogroup118681_Sym	95	1	5	30	5	8	8	0	0	0
isogroup118685_Sym	23	0	5	5	4	3	3	0	0	0
isogroup118686_Sym	10	0	13	11	5	7	9	0	0	0
isogroup118688_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118689_Sym	12	32	4	2	3	4	2	0	0	0
isogroup11868_Ppor	0	0	0	3	1	0	0	2	1	0
isogroup118694_Sym	169	1	21	12	2	2	10	0	0	0
isogroup118698_Sym	124	0	12	8	2	6	0	0	0	0
isogroup118699_Sym	56	0	34	15	7	4	2	0	0	0
isogroup118701_Sym	266	0	9	13	7	3	9	0	0	0
isogroup118702_Sym	60	1	0	13	7	1	3	0	0	0
isogroup118703_Sym	90	0	26	15	6	4	4	0	0	0
isogroup118705_Sym	6	0	4	1	4	4	5	0	0	0
isogroup118707_Sym	0	0	0	1	0	0	3	0	0	0
isogroup118708_Sym	0	0	7	0	3	7	3	0	0	0
isogroup11870_Ppor	0	0	3	1	0	0	0	0	2	1
isogroup118710_Sym	0	0	0	2	1	0	0	0	0	0
isogroup118712_Sym	0	0	0	0	0	1	0	0	0	0
isogroup118714_Sym	0	0	1	2	3	0	3	0	0	0
isogroup118715_Sym	0	0	4	16	4	4	3	0	1	0
isogroup118717_Sym	0	0	3	2	1	1	1	0	0	0
isogroup118719_Sym	0	0	0	1	0	5	1	0	0	0
isogroup11871_Ppor	4	5	12	8	1	0	1	4	14	6
isogroup118720_Sym	4	0	3	6	5	0	5	0	0	0
isogroup118723_Sym	0	0	1	1	1	0	1	0	0	0
isogroup118724_Sym	0	0	4	2	0	0	1	0	0	0
isogroup118725_Sym	141	0	3	5	4	2	4	0	0	0
isogroup11872_Ppor	0	0	10	11	0	0	0	0	15	8
isogroup118730_Sym	0	0	2	2	0	2	0	0	0	0
isogroup118732_Sym	0	0	7	3	4	0	3	0	0	0
isogroup118733_Sym	0	0	3	4	1	1	2	0	0	0
isogroup118736_Sym	0	0	0	5	3	1	5	0	0	0
isogroup118738_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118739_Sym	0	0	1	6	1	1	1	0	0	0
isogroup11873_Ppor	0	0	0	2	0	0	0	2	0	0
isogroup118740_Sym	18	39	4	2	3	2	3	0	0	1
isogroup118741_Sym	74	0	7	9	4	3	2	0	0	0
isogroup118742_Sym	52	0	4	9	4	1	5	0	0	0
isogroup118744_Sym	15	0	6	10	7	3	3	0	0	0
isogroup118751_Sym	0	0	0	0	0	2	4	0	0	0
isogroup118753_Sym	15	0	24	1	4	1	5	0	0	0
isogroup118754_Sym	0	0	9	1	0	0	3	0	0	0
isogroup118757_Sym	23	0	3	4	1	1	9	0	0	0
isogroup118758_Sym	41	0	4	1	0	0	1	0	0	0
isogroup118761_Sym	0	0	0	2	0	1	0	0	0	0
isogroup118763_Sym	0	0	0	0	1	1	3	0	0	0
isogroup118766_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118767_Sym	22	0	7	2	5	3	10	0	0	0
isogroup118768_Sym	21	0	7	8	4	5	4	0	0	0
isogroup118769_Sym	194	0	59	35	9	4	9	0	0	0
isogroup11876_Ppor	0	0	11	11	0	0	0	4	3	3
isogroup118770_Sym	13	0	1	2	1	2	2	0	0	0
isogroup118771_Sym	3	0	12	10	5	6	6	0	0	0
isogroup118773_Sym	9	1	0	4	1	0	3	0	0	0
isogroup118774_Sym	0	0	0	3	2	0	2	0	0	0
isogroup118778_Sym	0	0	0	2	4	7	4	0	0	0
isogroup118779_Sym	0	0	0	1	1	1	2	0	0	0
isogroup11877_Ppor	0	0	0	5	1	0	0	3	11	2
isogroup118782_Sym	21	0	3	3	3	0	3	0	0	0
isogroup118783_Sym	0	0	9	3	7	5	8	0	1	0
isogroup118784_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118786_Sym	44	0	5	3	2	0	5	0	0	0
isogroup118787_Sym	0	0	6	1	0	2	1	0	0	0
isogroup118789_Sym	62	0	4	7	2	3	8	0	0	0
isogroup11878_Ppor	0	0	0	2	0	0	0	1	0	0
isogroup118792_Sym	0	0	0	3	2	3	2	0	0	1
isogroup118793_Sym	10	0	0	3	1	0	1	0	0	0
isogroup118794_Sym	0	0	0	2	0	0	0	0	0	0
isogroup118795_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118796_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118799_Sym	0	0	4	0	1	4	5	0	0	0
isogroup118800_Sym	71	0	0	4	1	2	1	0	0	0
isogroup118801_Sym	195	5	0	2	2	1	10	0	0	0
isogroup118802_Sym	0	0	1	2	1	0	1	0	0	0
isogroup118808_Sym	0	0	4	6	5	1	1	0	0	0
isogroup11880_Ppor	0	0	2	2	0	0	0	1	5	1
isogroup118810_Sym	19	0	0	3	1	7	0	0	0	0
isogroup118811_Sym	0	0	1	3	0	0	0	0	0	0
isogroup118812_Sym	0	0	0	0	2	0	3	0	0	0
isogroup118815_Sym	0	0	0	0	1	1	2	0	0	0
isogroup118816_Sym	0	0	6	0	1	2	3	0	0	0
isogroup118818_Sym	0	0	1	1	0	2	0	0	0	0
isogroup118819_Sym	5	0	4	6	5	6	6	0	0	2
isogroup11881_Ppor	0	0	8	7	1	0	2	8	5	2
isogroup118823_Sym	44	0	2	7	2	1	3	0	0	0
isogroup118825_Sym	0	0	0	0	0	0	2	0	0	0
isogroup118826_Sym	63	0	2	4	3	1	2	0	0	0
isogroup118828_Sym	0	0	4	0	1	1	1	0	0	0
isogroup118829_Sym	0	0	0	0	0	0	0	0	0	0
isogroup11882_Ppor	0	0	0	1	0	0	0	2	3	1
isogroup118831_Sym	96	1	12	6	3	1	6	0	0	0
isogroup118835_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118836_Sym	0	1	7	7	1	4	9	0	0	0
isogroup118838_Sym	249	0	46	15	14	1	10	0	0	0
isogroup118839_Sym	0	0	0	1	0	2	2	0	0	0
isogroup118840_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118846_Sym	128	0	11	5	1	1	6	0	0	0
isogroup118849_Sym	0	0	5	12	6	7	6	0	0	0
isogroup11884_Ppor	0	0	0	0	0	0	0	2	2	1
isogroup118850_Sym	0	0	0	1	1	1	2	0	0	0
isogroup118852_Sym	9	26	3	2	1	1	0	0	0	0
isogroup118856_Sym	13	0	3	3	4	4	6	0	0	0
isogroup118858_Sym	6	0	13	5	4	0	1	0	0	0
isogroup118859_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118860_Sym	48	0	5	12	2	0	3	0	0	0
isogroup118864_Sym	5	0	0	2	2	5	5	0	0	0
isogroup118865_Sym	0	0	0	2	1	3	1	0	0	0
isogroup118866_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118867_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118868_Sym	0	0	0	0	0	0	0	0	0	0
isogroup118869_Sym	228	0	1	13	2	1	4	0	0	0
isogroup11886_Ppor	0	0	13	4	4	0	0	0	3	12
isogroup118870_Sym	0	0	0	8	1	6	10	0	0	0
isogroup118871_Sym	0	0	0	0	3	1	0	0	0	0
isogroup118878_Sym	0	0	0	0	0	0	0	0	0	0
isogroup11887_Ppor	0	0	5	1	0	0	0	0	4	1
isogroup118885_Sym	10	0	13	3	4	4	12	0	0	0
isogroup118886_Sym	35	0	2	12	3	5	11	0	0	0
isogroup118888_Sym	45	1	1	4	0	2	2	0	0	0
isogroup118889_Sym	0	0	4	2	1	0	2	0	0	0
isogroup11888_Ppor	0	0	1	0	0	0	0	0	4	0
isogroup118891_Sym	127	14	66	78	22	9	20	0	5	2
