GeneName	R_033_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_036_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_045_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_048_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_049_La_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_051_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_052_La_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_054_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_057_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_058_La_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads
GCKDGN101AKB5G_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AKFMH_Ppor	0	0	7	0	2	0	1	1	5	0
GCKDGN101AKGM9_Ppor	0	0	2	0	0	0	0	0	0	0
GCKDGN101AKIQB_Ppor	0	0	1	1	0	0	0	0	8	2
GCKDGN101AKJCW_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AKLIM_Ppor	0	0	3	3	0	0	1	11	11	6
GCKDGN101AKLL6_Ppor	0	0	0	0	0	0	0	1	0	0
GCKDGN101AKMEQ_Ppor	0	0	0	0	0	0	0	1	0	0
GCKDGN101AKPEJ_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AKRN7_Ppor	0	0	2	0	1	0	0	1	1	0
GCKDGN101AKRUO_Ppor	0	0	0	0	0	0	1	0	3	0
GCKDGN101AKS3U_Ppor	0	0	5	0	0	0	0	2	1	1
GCKDGN101AKY06_Ppor	0	0	0	0	0	0	0	0	1	0
GCKDGN101AKY92_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AL0GQ_Ppor	0	0	5	0	0	0	0	2	2	0
GCKDGN101AL2AY_Ppor	0	0	12	4	1	0	4	5	13	4
GCKDGN101AL2E2_Ppor	0	0	5	10	3	1	0	5	9	4
GCKDGN101AL2JJ_Ppor	0	0	15	6	1	0	0	0	2	1
GCKDGN101AL3SI_Ppor	0	0	0	0	0	0	0	0	4	0
GCKDGN101AL52X_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AL671_Ppor	0	0	3	2	1	0	0	1	4	1
GCKDGN101AL800_Ppor	0	0	2	3	1	1	2	0	0	0
GCKDGN101AL8OP_Ppor	0	0	6	3	0	0	0	2	6	0
GCKDGN101AL8RG_Ppor	74	5	16	13	8	0	3	21	50	12
GCKDGN101ALA9O_Ppor	0	0	0	2	0	0	0	0	0	0
GCKDGN101ALALM_Ppor	0	0	0	2	0	0	2	0	0	1
GCKDGN101ALAVH_Ppor	15	0	0	5	0	0	0	3	5	3
GCKDGN101ALAWQ_Ppor	0	24	0	0	0	0	0	0	0	1
GCKDGN101ALB3E_Ppor	0	0	0	0	0	0	0	0	1	0
GCKDGN101ALD3K_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ALD7G_Ppor	0	0	15	3	1	0	0	4	6	3
GCKDGN101ALDLL_Ppor	0	0	0	2	0	0	0	2	1	0
GCKDGN101ALDZ8_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ALEBP_Ppor	0	0	0	0	1	0	0	0	2	0
GCKDGN101ALFC6_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ALGT3_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ALGZA_Ppor	0	0	0	1	1	0	0	2	0	0
GCKDGN101ALJQC_Ppor	0	0	0	2	0	0	0	10	0	2
GCKDGN101ALK01_Ppor	0	0	0	2	1	0	1	1	0	0
GCKDGN101ALKMG_Ppor	0	0	0	0	0	0	1	1	0	0
GCKDGN101ALLIA_Ppor	0	0	0	0	0	0	3	0	1	0
GCKDGN101ALNDL_Ppor	0	0	2	0	0	0	1	0	2	0
GCKDGN101ALNNI_Ppor	0	0	0	0	0	0	0	0	1	2
GCKDGN101ALOAS_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ALOCF_Ppor	0	0	5	0	0	0	0	1	0	0
GCKDGN101ALOEE_Ppor	0	0	2	0	0	0	1	3	2	1
GCKDGN101ALRJX_Ppor	0	0	0	0	0	0	0	0	0	2
GCKDGN101ALT56_Ppor	0	0	0	2	0	0	2	1	4	0
GCKDGN101ALV58_Ppor	0	0	0	0	0	0	0	0	3	0
GCKDGN101ALVTS_Ppor	0	0	0	2	0	0	0	1	0	0
GCKDGN101ALWH4_Ppor	0	0	2	0	0	0	0	0	1	0
GCKDGN101ALWP2_Ppor	0	0	2	0	0	0	0	5	4	2
GCKDGN101ALY0A_Ppor	0	0	0	0	0	0	0	1	2	0
GCKDGN101ALYV8_Ppor	0	0	0	0	0	0	0	0	3	3
GCKDGN101ALZS7_Ppor	0	0	0	0	0	0	0	0	1	0
GCKDGN101AM06V_Ppor	0	0	16	1	0	0	0	2	1	2
GCKDGN101AM47S_Ppor	0	0	1	3	1	2	0	1	5	4
GCKDGN101AM5PI_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AM6KO_Ppor	0	0	1	1	0	0	0	2	6	0
GCKDGN101AM7V1_Ppor	0	0	0	2	1	0	0	0	3	1
GCKDGN101AM8UX_Ppor	0	0	0	0	1	0	0	0	0	0
GCKDGN101AMAI9_Ppor	0	0	4	0	0	0	0	0	0	2
GCKDGN101AMB91_Ppor	9	0	1	0	2	0	0	1	1	1
GCKDGN101AMCPZ_Ppor	0	0	5	1	0	0	0	1	1	6
GCKDGN101AMDEG_Ppor	0	0	0	0	0	0	0	5	0	3
GCKDGN101AMDS1_Ppor	0	0	4	3	1	1	0	1	7	2
GCKDGN101AME8M_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AMFHF_Ppor	0	0	2	1	0	0	0	0	1	0
GCKDGN101AMGLW_Ppor	0	0	7	2	2	0	2	0	4	1
GCKDGN101AMH04_Ppor	0	0	7	1	0	0	0	1	9	2
GCKDGN101AMIL0_Ppor	0	0	0	0	0	0	0	1	3	1
GCKDGN101AMJYW_Ppor	0	0	2	4	0	0	0	1	2	1
GCKDGN101AMKEV_Ppor	0	0	10	3	0	0	0	1	1	0
GCKDGN101AMKEX_Ppor	0	0	0	0	0	0	0	1	0	0
GCKDGN101AML0Y_Ppor	0	0	2	3	1	0	0	0	5	0
GCKDGN101AMOD0_Ppor	0	0	0	2	0	0	0	0	0	3
GCKDGN101AMPJY_Ppor	0	0	1	1	0	0	0	1	5	0
GCKDGN101AMQAV_Ppor	0	0	0	0	0	0	1	1	1	1
GCKDGN101AMRIT_Ppor	0	0	4	2	2	0	0	0	7	0
GCKDGN101AMRIX_Ppor	0	0	3	1	0	0	0	0	8	1
GCKDGN101AMSXG_Ppor	0	0	0	3	0	0	0	0	0	1
GCKDGN101AMTK5_Ppor	0	0	0	0	0	0	0	0	0	1
GCKDGN101AMVYQ_Ppor	0	0	2	3	0	0	0	0	3	0
GCKDGN101AMYB3_Ppor	0	0	13	2	1	0	1	3	6	2
GCKDGN101AN084_Ppor	0	0	0	2	0	0	0	0	0	0
GCKDGN101AN14R_Ppor	0	0	7	0	1	0	0	4	1	1
GCKDGN101AN36E_Ppor	0	0	0	0	1	0	0	0	0	3
GCKDGN101AN3O2_Ppor	0	0	0	6	2	0	0	2	2	3
GCKDGN101AN6EJ_Ppor	0	0	5	1	0	0	0	9	10	1
GCKDGN101AN72O_Ppor	0	0	0	1	0	0	1	1	4	1
GCKDGN101AN9G3_Ppor	0	0	0	0	0	0	0	1	4	0
GCKDGN101AN9WG_Ppor	0	0	0	0	0	0	0	1	4	0
GCKDGN101ANAAN_Ppor	0	0	8	0	0	0	1	0	0	1
GCKDGN101ANBYU_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ANCA7_Ppor	1	0	0	1	0	0	0	0	1	0
GCKDGN101ANCB7_Ppor	10	0	2	5	0	1	0	3	5	2
GCKDGN101ANFBG_Ppor	0	0	6	1	2	0	0	2	4	1
GCKDGN101ANGNB_Ppor	0	0	5	0	1	0	0	0	0	0
GCKDGN101ANI4S_Ppor	0	0	0	1	1	0	0	0	3	0
GCKDGN101ANIPE_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ANJQL_Ppor	17	0	0	1	0	0	0	0	1	0
GCKDGN101ANJWP_Ppor	0	0	0	0	0	0	0	0	1	0
GCKDGN101ANJZ0_Ppor	0	0	0	0	0	0	0	1	0	0
GCKDGN101ANK3P_Ppor	0	0	2	1	0	0	0	1	3	2
GCKDGN101ANKUB_Ppor	0	0	0	2	0	0	0	0	3	0
GCKDGN101ANKX5_Ppor	0	0	3	0	0	0	0	1	3	0
GCKDGN101ANN8N_Ppor	0	0	0	0	0	0	0	1	2	0
GCKDGN101ANNSD_Ppor	1	0	4	0	0	0	2	3	1	1
GCKDGN101ANPG0_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ANSMQ_Ppor	0	0	0	0	0	0	0	0	1	0
GCKDGN101ANUD5_Ppor	0	0	0	4	0	0	1	0	4	0
GCKDGN101ANW6J_Ppor	0	0	0	0	0	0	0	0	1	0
GCKDGN101ANX7A_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ANXA2_Ppor	0	0	0	0	0	0	0	0	0	1
GCKDGN101ANXSO_Ppor	0	0	20	1	0	0	0	3	7	3
GCKDGN101ANZS6_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AO0A9_Ppor	0	0	0	0	1	0	0	0	0	0
GCKDGN101AO1SX_Ppor	0	1	0	0	0	0	0	0	3	7
GCKDGN101AO27G_Ppor	0	0	4	0	0	0	1	0	1	0
GCKDGN101AO3BP_Ppor	65	0	24	14	3	0	1	4	21	10
GCKDGN101AO3CC_Ppor	0	0	0	0	0	0	0	0	1	0
GCKDGN101AO5AT_Ppor	0	0	3	2	0	0	1	3	12	1
GCKDGN101AO5WN_Ppor	0	0	0	0	0	0	0	1	1	2
GCKDGN101AO6YT_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AO6Z5_Ppor	0	0	0	0	2	0	1	0	0	0
GCKDGN101AOAKF_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AOARO_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AOBCF_Ppor	0	0	1	0	0	0	0	1	1	2
GCKDGN101AODH3_Ppor	0	0	0	3	0	0	0	0	1	1
GCKDGN101AOEKJ_Ppor	0	0	2	0	0	0	0	0	1	2
GCKDGN101AOG68_Ppor	0	0	3	0	0	0	0	0	0	0
GCKDGN101AOIJI_Ppor	0	0	0	2	0	0	0	0	0	1
GCKDGN101AOM3Y_Ppor	0	0	8	0	0	0	1	0	1	2
GCKDGN101AOMHY_Ppor	0	0	1	5	0	0	0	1	2	2
GCKDGN101AON90_Ppor	0	0	0	0	0	0	0	0	0	1
GCKDGN101AOPC2_Ppor	0	0	0	0	2	0	0	0	5	0
GCKDGN101AOQV2_Ppor	0	0	0	0	0	0	0	0	1	1
GCKDGN101AOR4Z_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AORJ7_Ppor	0	0	1	0	0	0	0	2	0	1
GCKDGN101AOT31_Ppor	0	0	3	0	0	0	0	0	4	4
GCKDGN101AOV8X_Ppor	0	0	5	0	0	0	0	3	3	0
GCKDGN101AOVHO_Ppor	0	0	0	0	0	0	0	1	0	0
GCKDGN101AOVRL_Ppor	1	26	11	1	3	0	0	3	14	2
GCKDGN101AOVUV_Ppor	0	0	0	0	0	0	0	0	1	1
GCKDGN101AOXKH_Ppor	0	0	0	0	0	0	0	0	4	0
GCKDGN101AOYDF_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AOYXW_Ppor	0	0	1	1	0	0	0	0	0	4
GCKDGN101AOYZB_Ppor	0	0	5	0	0	0	0	0	4	3
GCKDGN101AOZJL_Ppor	0	0	12	0	0	0	0	0	0	0
GCKDGN101AOZSN_Ppor	0	0	0	1	0	0	0	0	3	0
GCKDGN101AP0FG_Ppor	0	0	0	0	1	0	0	0	0	0
GCKDGN101AP0PG_Ppor	0	0	5	0	0	0	0	8	3	3
GCKDGN101AP0WH_Ppor	0	0	0	4	0	0	0	5	4	2
GCKDGN101AP1BM_Ppor	0	0	2	1	0	0	0	0	1	1
GCKDGN101AP5C7_Ppor	0	0	0	7	1	0	0	0	7	0
GCKDGN101AP7AB_Ppor	0	0	5	3	0	0	0	1	0	2
GCKDGN101AP7HI_Ppor	0	0	10	5	0	0	0	3	7	0
GCKDGN101AP7W7_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101APADN_Ppor	0	0	1	6	2	0	0	6	7	8
GCKDGN101APB9V_Ppor	6	0	6	2	0	0	0	4	7	1
GCKDGN101APBX3_Ppor	0	0	4	2	1	0	0	2	3	1
GCKDGN101APCDA_Ppor	0	0	0	0	0	0	0	0	6	1
GCKDGN101APDCK_Ppor	0	0	2	6	1	0	0	1	7	2
GCKDGN101APFBM_Ppor	0	0	0	2	0	0	0	0	1	0
GCKDGN101APHPL_Ppor	0	0	0	1	0	0	0	1	6	1
GCKDGN101APJD9_Ppor	0	0	1	2	0	0	0	0	6	2
GCKDGN101APJP0_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101APOZG_Ppor	0	0	10	5	1	0	2	0	2	2
GCKDGN101APP9A_Ppor	0	0	0	0	0	0	1	0	2	0
GCKDGN101APPOP_Ppor	0	0	11	0	0	1	0	0	6	0
GCKDGN101APUXQ_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101APUYT_Ppor	0	0	5	0	0	0	0	0	3	1
GCKDGN101APWF6_Ppor	47	0	4	1	1	0	0	2	1	0
GCKDGN101APXK8_Ppor	0	0	1	0	0	0	1	0	2	0
GCKDGN101AQ2MM_Ppor	0	0	6	0	2	0	2	1	11	5
GCKDGN101AQ3CH_Ppor	0	0	0	0	0	0	0	2	1	0
GCKDGN101AQ4HQ_Ppor	0	0	0	0	0	0	1	0	1	0
GCKDGN101AQ6C9_Ppor	0	0	0	0	0	0	0	1	0	2
GCKDGN101AQ7DO_Ppor	0	0	5	2	0	0	1	2	6	0
GCKDGN101AQ7VX_Ppor	37	0	1	2	0	0	0	0	1	2
GCKDGN101AQ82S_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AQ8W8_Ppor	0	0	5	0	0	0	0	3	2	0
GCKDGN101AQ9HF_Ppor	0	0	1	1	0	0	3	2	5	2
GCKDGN101AQAS0_Ppor	0	0	0	0	0	0	0	0	1	0
GCKDGN101AQBWB_Ppor	0	0	0	0	0	0	0	0	2	0
GCKDGN101AQEBG_Ppor	38	0	14	9	3	0	0	4	10	4
GCKDGN101AQF2U_Ppor	0	0	2	2	0	0	1	2	9	2
GCKDGN101AQFEL_Ppor	0	0	2	1	0	0	0	2	1	0
GCKDGN101AQGHO_Ppor	0	0	2	4	0	0	0	2	3	0
GCKDGN101AQJ2N_Ppor	0	0	4	10	0	0	0	1	6	4
GCKDGN101AQLJF_Ppor	11	0	19	9	0	0	1	0	9	0
GCKDGN101AQNCY_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AQQAX_Ppor	0	0	3	1	1	0	0	3	3	0
GCKDGN101AQQM9_Ppor	0	0	1	2	0	0	0	0	4	1
GCKDGN101AQS4J_Ppor	0	0	0	0	0	0	0	2	0	0
GCKDGN101AQSXR_Ppor	0	0	6	1	1	0	0	7	2	1
GCKDGN101AQWX6_Ppor	0	0	4	0	1	0	0	4	0	2
GCKDGN101AQWYM_Ppor	0	0	0	1	1	0	0	2	1	0
GCKDGN101AQXNW_Ppor	0	0	2	0	1	0	0	0	0	0
GCKDGN101AQZR8_Ppor	8	1	9	2	1	1	1	5	15	1
GCKDGN101AR0F9_Ppor	74	0	1	1	1	0	0	1	4	0
GCKDGN101AR1HJ_Ppor	0	0	2	0	2	0	0	0	2	0
GCKDGN101AR1VH_Ppor	2	0	0	2	0	0	0	3	0	0
GCKDGN101AR2WI_Ppor	0	0	3	1	4	0	0	0	5	0
GCKDGN101AR34B_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AR388_Ppor	0	0	5	3	2	0	0	1	9	2
GCKDGN101AR3EQ_Ppor	0	0	5	3	4	0	5	1	13	9
GCKDGN101AR3NZ_Ppor	0	0	0	1	0	0	0	1	3	0
GCKDGN101AR4XA_Ppor	0	0	0	0	0	0	0	0	2	2
GCKDGN101AR4ZA_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AR56Z_Ppor	0	0	0	0	0	0	0	0	3	0
GCKDGN101AR78W_Ppor	0	0	3	2	0	0	0	0	1	0
GCKDGN101ARBXP_Ppor	0	0	0	0	0	0	0	0	1	0
GCKDGN101ARC0P_Ppor	17	0	4	5	2	1	4	1	11	4
GCKDGN101ARCQH_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ARF05_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ARGWV_Ppor	0	0	8	4	0	0	0	1	7	5
GCKDGN101ARK2X_Ppor	0	0	7	1	1	0	0	0	5	0
GCKDGN101ARLYG_Ppor	0	0	0	0	0	0	0	0	1	0
GCKDGN101ARNMT_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ARO12_Ppor	0	0	0	0	0	0	0	2	3	0
GCKDGN101ARQRN_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ARRL9_Ppor	0	0	3	0	0	0	0	1	2	2
GCKDGN101ARSD9_Ppor	0	0	0	2	0	0	0	0	1	1
GCKDGN101ARSMK_Ppor	0	0	0	5	1	0	0	1	2	1
GCKDGN101ARTUD_Ppor	0	0	0	0	0	0	0	0	2	0
GCKDGN101ARV0M_Ppor	0	0	2	6	2	0	3	3	9	3
GCKDGN101ARV7N_Ppor	0	0	1	0	0	0	0	1	3	1
GCKDGN101ARX4J_Ppor	0	0	4	0	0	0	0	0	0	0
GCKDGN101ARXR7_Ppor	0	0	0	0	0	0	0	1	2	5
GCKDGN101ARXRJ_Ppor	0	0	0	1	0	0	0	0	0	0
GCKDGN101ARZ9H_Ppor	0	0	1	0	0	0	1	1	2	0
GCKDGN101ARZSW_Ppor	0	0	0	0	0	0	0	1	1	0
GCKDGN101AS06C_Ppor	0	0	0	0	0	0	0	0	3	0
GCKDGN101AS0TL_Ppor	0	0	1	0	0	0	0	0	1	0
GCKDGN101AS3RB_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AS3UE_Ppor	0	0	10	5	2	0	0	3	5	2
GCKDGN101AS46V_Ppor	0	0	0	0	0	0	0	1	1	0
GCKDGN101AS60W_Ppor	0	0	4	1	1	0	1	2	1	1
GCKDGN101AS705_Ppor	0	0	5	2	0	0	0	7	5	3
GCKDGN101AS9QF_Ppor	0	0	5	3	0	0	0	1	0	2
GCKDGN101AS9SI_Ppor	0	0	2	3	1	0	0	0	1	1
GCKDGN101ASACU_Ppor	0	0	0	0	0	0	0	1	0	0
GCKDGN101ASAV7_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ASDJS_Ppor	7	0	1	1	0	0	0	0	2	4
GCKDGN101ASDWL_Ppor	0	0	4	0	0	0	3	1	4	2
GCKDGN101ASFYB_Ppor	0	0	1	2	1	0	0	0	3	0
GCKDGN101ASHF8_Ppor	0	0	0	0	0	0	0	1	0	0
GCKDGN101ASIG8_Ppor	0	9	5	5	0	0	0	8	3	1
GCKDGN101ASKG9_Ppor	0	0	15	4	1	0	0	0	6	0
GCKDGN101ASLBI_Ppor	0	0	7	2	1	0	0	3	10	7
GCKDGN101ASLF1_Ppor	0	0	3	0	0	0	0	3	1	4
GCKDGN101ASM6W_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ASMHX_Ppor	0	0	8	2	0	0	0	1	1	0
GCKDGN101ASNWH_Ppor	0	0	2	1	0	0	0	1	2	0
GCKDGN101ASOLG_Ppor	0	0	0	1	0	0	1	9	4	8
GCKDGN101ASOQ1_Ppor	0	0	1	1	0	0	0	1	6	0
GCKDGN101ASPA3_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ASRUK_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ASSPW_Ppor	0	0	2	0	0	0	0	0	0	0
GCKDGN101AST9C_Ppor	0	0	4	0	0	0	0	0	0	0
GCKDGN101ASTEI_Ppor	0	0	0	0	0	0	1	1	11	0
GCKDGN101ASTI2_Ppor	0	0	0	4	0	0	1	0	1	0
GCKDGN101ASTI4_Ppor	0	0	0	0	2	0	0	0	0	0
GCKDGN101ASTSX_Ppor	0	0	0	0	2	0	0	5	4	5
GCKDGN101ASTYA_Ppor	3	0	5	12	0	0	1	11	13	4
GCKDGN101ASTYI_Ppor	0	0	11	2	0	0	0	0	8	5
GCKDGN101ASUDK_Ppor	0	0	1	0	2	0	0	1	2	0
GCKDGN101ASWHS_Ppor	0	0	0	0	0	0	0	2	4	4
GCKDGN101ASWVI_Ppor	0	0	0	0	0	0	0	0	0	3
GCKDGN101ASWZV_Ppor	0	0	0	3	0	0	0	0	2	2
GCKDGN101ASXQQ_Ppor	0	0	1	0	0	0	0	2	4	2
GCKDGN101ASZ8Z_Ppor	58	0	8	2	2	0	0	0	12	5
GCKDGN101ASZXN_Ppor	0	0	0	0	1	0	0	0	1	1
GCKDGN101AT3AD_Ppor	44	0	63	35	18	0	4	26	131	37
GCKDGN101AT3B5_Ppor	0	0	0	0	0	0	0	2	3	0
GCKDGN101AT403_Ppor	0	0	5	0	1	0	0	2	0	0
GCKDGN101AT4R7_Ppor	0	0	7	7	1	0	0	0	3	0
GCKDGN101AT6P5_Ppor	0	0	0	0	0	0	0	0	1	1
GCKDGN101AT7CC_Ppor	0	0	0	1	0	0	2	1	1	0
GCKDGN101AT7FY_Ppor	0	0	0	3	3	0	0	0	3	0
GCKDGN101ATCHT_Ppor	0	0	0	0	0	0	0	1	1	0
GCKDGN101ATCK6_Ppor	0	0	0	0	0	0	0	0	2	0
GCKDGN101ATDBW_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ATEEL_Ppor	0	0	0	0	0	0	0	2	2	2
GCKDGN101ATF34_Ppor	0	0	0	5	0	0	0	0	0	0
GCKDGN101ATGAB_Ppor	0	1	23	28	6	0	3	21	45	15
GCKDGN101ATGNB_Ppor	0	0	10	3	0	0	0	0	4	0
GCKDGN101ATJE2_Ppor	0	0	1	0	0	0	0	1	2	1
GCKDGN101ATKU0_Ppor	0	0	2	0	0	0	0	0	0	0
GCKDGN101ATL7I_Ppor	19	0	17	2	0	0	0	2	4	3
GCKDGN101ATM7W_Ppor	0	0	6	9	0	0	0	3	5	4
GCKDGN101ATNJU_Ppor	0	0	3	1	0	0	0	2	3	7
GCKDGN101ATPBN_Ppor	0	0	0	2	1	0	3	0	0	0
GCKDGN101ATPM8_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ATQYC_Ppor	0	0	11	7	0	0	0	1	12	4
GCKDGN101ATREX_Ppor	0	0	0	0	0	0	3	0	0	0
GCKDGN101ATRIP_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ATSHS_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101ATSXN_Ppor	0	0	0	0	0	0	0	2	0	1
GCKDGN101ATSY1_Ppor	0	0	0	0	1	0	0	1	0	1
GCKDGN101ATT03_Ppor	0	0	0	0	0	0	0	1	2	0
GCKDGN101ATV5Z_Ppor	0	11	9	8	3	0	2	10	20	4
GCKDGN101ATWXC_Ppor	0	0	0	2	0	0	0	0	1	0
GCKDGN101AU0IF_Ppor	0	0	2	1	1	0	0	3	0	1
GCKDGN101AU0UZ_Ppor	0	0	4	1	0	0	0	3	8	1
GCKDGN101AU3NW_Ppor	0	0	0	0	0	0	0	0	0	2
GCKDGN101AU62R_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AU63W_Ppor	0	0	2	0	0	0	1	0	3	1
GCKDGN101AU6R5_Ppor	0	0	2	1	0	0	0	0	4	0
GCKDGN101AU6YP_Ppor	0	0	3	1	2	0	2	2	11	5
GCKDGN101AU714_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AU8G3_Ppor	0	0	0	1	0	0	0	0	1	0
GCKDGN101AU9X8_Ppor	0	0	0	0	0	0	0	1	0	0
GCKDGN101AUB0I_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AUBAL_Ppor	0	0	14	1	2	0	0	1	14	1
GCKDGN101AUC3T_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AUDO2_Ppor	0	0	1	0	0	0	0	0	1	0
GCKDGN101AUEYH_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AUH3O_Ppor	0	0	1	1	0	0	1	0	0	2
GCKDGN101AUIIO_Ppor	0	0	1	4	0	0	0	3	0	0
GCKDGN101AUKUK_Ppor	0	0	5	4	1	0	0	1	11	7
GCKDGN101AULIR_Ppor	0	0	0	6	1	0	2	0	1	5
GCKDGN101AUN9Y_Ppor	0	0	0	0	0	0	0	0	1	0
GCKDGN101AUO1U_Ppor	0	0	0	0	0	0	0	2	0	2
GCKDGN101AUS1V_Ppor	0	0	4	4	0	0	0	0	3	1
GCKDGN101AUSZM_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AUTF3_Ppor	0	0	0	0	0	0	0	1	1	1
GCKDGN101AUU4P_Ppor	0	0	0	2	0	0	0	3	3	0
GCKDGN101AUUKO_Ppor	0	0	4	6	1	0	1	3	12	1
GCKDGN101AV2BS_Ppor	0	0	6	5	0	3	3	5	12	4
GCKDGN101AV4WA_Ppor	0	0	2	0	1	0	0	1	3	3
GCKDGN101AV531_Ppor	0	0	1	4	0	0	0	2	5	0
GCKDGN101AV5JY_Ppor	0	0	0	0	0	0	0	0	5	2
GCKDGN101AV5XL_Ppor	1	0	0	0	0	0	0	1	2	0
GCKDGN101AV6CQ_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AV6EY_Ppor	0	0	4	0	3	0	0	0	0	0
GCKDGN101AV6V2_Ppor	13	0	6	8	2	0	0	0	21	6
GCKDGN101AVESY_Ppor	0	0	0	1	0	0	1	2	7	5
GCKDGN101AVEXQ_Ppor	0	0	0	2	1	0	0	1	1	0
GCKDGN101AVHSH_Ppor	3	0	37	27	18	0	8	20	72	29
GCKDGN101AVHX5_Ppor	0	0	8	5	1	0	0	1	7	2
GCKDGN101AVJ0A_Ppor	0	0	11	1	0	0	0	6	6	1
GCKDGN101AVKK4_Ppor	0	0	0	0	2	0	0	0	3	0
GCKDGN101AVLKI_Ppor	0	0	5	4	2	0	2	3	12	2
GCKDGN101AVM6O_Ppor	0	0	1	0	0	0	0	1	2	2
GCKDGN101AVMXG_Ppor	0	0	5	0	0	0	0	0	0	0
GCKDGN101AVMXJ_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AVN07_Ppor	0	0	2	1	2	0	2	0	4	1
GCKDGN101AVNJL_Ppor	0	0	0	0	0	0	0	0	1	0
GCKDGN101AVOF4_Ppor	0	0	1	1	0	0	0	0	5	0
GCKDGN101AVOLW_Ppor	0	0	1	0	0	0	0	1	0	0
GCKDGN101AVP4K_Ppor	0	0	1	1	0	0	0	0	2	0
GCKDGN101AVPWR_Ppor	0	0	1	0	0	0	0	0	2	0
GCKDGN101AVPZY_Ppor	0	0	0	0	0	0	0	0	0	0
GCKDGN101AVQGJ_Ppor	0	0	3	4	1	0	0	1	1	1
GCKDGN101AVTPS_Ppor	0	0	0	3	0	0	0	9	17	3
GCKDGN101AVXCX_Ppor	0	5	0	2	0	0	0	0	0	0
